Alert_Name,Timestamp,GPS_Lat,GPS_Lon,Camera_Source,Details
HIGH_TEMPERATURE,2026-04-08 00:10:18,NO_FIX,NO_FIX,temperature_sensor,54.6°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:21,NO_FIX,NO_FIX,driver_camera,Yaw=5736.1°
HIGH_TEMPERATURE,2026-04-08 00:10:24,NO_FIX,NO_FIX,temperature_sensor,54.6°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:26,NO_FIX,NO_FIX,driver_camera,Yaw=4710.4°
HIGH_TEMPERATURE,2026-04-08 00:10:30,NO_FIX,NO_FIX,temperature_sensor,54.7°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:31,NO_FIX,NO_FIX,driver_camera,Yaw=-7791.2°
HIGH_TEMPERATURE,2026-04-08 00:10:37,NO_FIX,NO_FIX,temperature_sensor,54.5°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:37,NO_FIX,NO_FIX,driver_camera,Yaw=5940.3°
PERSON_IN_CARGO,2026-04-08 00:10:40,NO_FIX,NO_FIX,cargo_camera,conf=0.80
HEAD_DISTRACTION,2026-04-08 00:10:42,NO_FIX,NO_FIX,driver_camera,Yaw=5614.9°
HIGH_TEMPERATURE,2026-04-08 00:10:43,NO_FIX,NO_FIX,temperature_sensor,54.8°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:47,NO_FIX,NO_FIX,driver_camera,Yaw=-4195.3°
HIGH_TEMPERATURE,2026-04-08 00:10:49,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:52,NO_FIX,NO_FIX,driver_camera,Yaw=-3025.1°
HIGH_TEMPERATURE,2026-04-08 00:10:55,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:10:57,NO_FIX,NO_FIX,driver_camera,Yaw=9087.1°
HIGH_TEMPERATURE,2026-04-08 00:11:02,NO_FIX,NO_FIX,temperature_sensor,54.8°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:02,NO_FIX,NO_FIX,driver_camera,Yaw=-1697.8°
HEAD_DISTRACTION,2026-04-08 00:11:07,NO_FIX,NO_FIX,driver_camera,Yaw=2209.1°
HIGH_TEMPERATURE,2026-04-08 00:11:08,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:13,NO_FIX,NO_FIX,driver_camera,Yaw=-3844.6°
HIGH_TEMPERATURE,2026-04-08 00:11:14,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:18,NO_FIX,NO_FIX,driver_camera,Yaw=-5664.4°
HIGH_TEMPERATURE,2026-04-08 00:11:20,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:23,NO_FIX,NO_FIX,driver_camera,Yaw=5855.8°
HIGH_TEMPERATURE,2026-04-08 00:11:27,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:28,NO_FIX,NO_FIX,driver_camera,Yaw=4493.0°
HIGH_TEMPERATURE,2026-04-08 00:11:33,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:33,NO_FIX,NO_FIX,driver_camera,Yaw=-2454.1°
HEAD_DISTRACTION,2026-04-08 00:11:38,NO_FIX,NO_FIX,driver_camera,Yaw=-3329.7°
HIGH_TEMPERATURE,2026-04-08 00:11:39,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:43,NO_FIX,NO_FIX,driver_camera,Yaw=-4260.7°
HIGH_TEMPERATURE,2026-04-08 00:11:46,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:49,NO_FIX,NO_FIX,driver_camera,Yaw=2653.4°
HIGH_TEMPERATURE,2026-04-08 00:11:52,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:54,NO_FIX,NO_FIX,driver_camera,Yaw=-2311.9°
HIGH_TEMPERATURE,2026-04-08 00:11:58,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:11:59,NO_FIX,NO_FIX,driver_camera,Yaw=-4589.2°
HIGH_TEMPERATURE,2026-04-08 00:12:04,NO_FIX,NO_FIX,temperature_sensor,55.6°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:05,NO_FIX,NO_FIX,driver_camera,Yaw=1393.2°
HEAD_DISTRACTION,2026-04-08 00:12:10,NO_FIX,NO_FIX,driver_camera,Yaw=66.2°
HIGH_TEMPERATURE,2026-04-08 00:12:11,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:15,NO_FIX,NO_FIX,driver_camera,Yaw=-1494.6°
HIGH_TEMPERATURE,2026-04-08 00:12:17,NO_FIX,NO_FIX,temperature_sensor,55.7°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:20,NO_FIX,NO_FIX,driver_camera,Yaw=-10990.2°
HIGH_TEMPERATURE,2026-04-08 00:12:23,NO_FIX,NO_FIX,temperature_sensor,55.5°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:25,NO_FIX,NO_FIX,driver_camera,Yaw=-10659.9°
HIGH_TEMPERATURE,2026-04-08 00:12:29,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:31,NO_FIX,NO_FIX,driver_camera,Yaw=51.2°
HIGH_TEMPERATURE,2026-04-08 00:12:36,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:36,NO_FIX,NO_FIX,driver_camera,Yaw=-2160.9°
HEAD_DISTRACTION,2026-04-08 00:12:41,NO_FIX,NO_FIX,driver_camera,Yaw=6572.3°
HIGH_TEMPERATURE,2026-04-08 00:12:42,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:46,NO_FIX,NO_FIX,driver_camera,Yaw=-235.7°
HIGH_TEMPERATURE,2026-04-08 00:12:48,NO_FIX,NO_FIX,temperature_sensor,55.2°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:51,NO_FIX,NO_FIX,driver_camera,Yaw=-6048.1°
HIGH_TEMPERATURE,2026-04-08 00:12:54,NO_FIX,NO_FIX,temperature_sensor,55.6°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:12:57,NO_FIX,NO_FIX,driver_camera,Yaw=-3111.1°
HIGH_TEMPERATURE,2026-04-08 00:13:01,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:13:02,NO_FIX,NO_FIX,driver_camera,Yaw=-3138.7°
HIGH_TEMPERATURE,2026-04-08 00:13:07,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:13:07,NO_FIX,NO_FIX,driver_camera,Yaw=-603.9°
HEAD_DISTRACTION,2026-04-08 00:13:12,NO_FIX,NO_FIX,driver_camera,Yaw=-8376.4°
HIGH_TEMPERATURE,2026-04-08 00:13:13,NO_FIX,NO_FIX,temperature_sensor,55.4°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:13:17,NO_FIX,NO_FIX,driver_camera,Yaw=-11653.6°
HIGH_TEMPERATURE,2026-04-08 00:13:19,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:13:23,NO_FIX,NO_FIX,driver_camera,Yaw=-5168.4°
HIGH_TEMPERATURE,2026-04-08 00:13:26,NO_FIX,NO_FIX,temperature_sensor,55.1°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:15:13,NO_FIX,NO_FIX,temperature_sensor,51.9°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:15:15,NO_FIX,NO_FIX,driver_camera,Yaw=-7002.2°
HIGH_TEMPERATURE,2026-04-08 00:15:20,NO_FIX,NO_FIX,temperature_sensor,53.0°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:15:20,NO_FIX,NO_FIX,driver_camera,Yaw=2230.3°
HEAD_DISTRACTION,2026-04-08 00:15:26,NO_FIX,NO_FIX,driver_camera,Yaw=-9814.3°
HIGH_TEMPERATURE,2026-04-08 00:15:26,NO_FIX,NO_FIX,temperature_sensor,52.8°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:17:07,NO_FIX,NO_FIX,temperature_sensor,51.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:09,NO_FIX,NO_FIX,driver_camera,Yaw=-7688.0°
HIGH_TEMPERATURE,2026-04-08 00:17:14,NO_FIX,NO_FIX,temperature_sensor,52.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:14,NO_FIX,NO_FIX,driver_camera,Yaw=-248.2°
HEAD_DISTRACTION,2026-04-08 00:17:19,NO_FIX,NO_FIX,driver_camera,Yaw=1952.5°
HIGH_TEMPERATURE,2026-04-08 00:17:20,NO_FIX,NO_FIX,temperature_sensor,52.6°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:25,NO_FIX,NO_FIX,driver_camera,Yaw=-3743.9°
HIGH_TEMPERATURE,2026-04-08 00:17:26,NO_FIX,NO_FIX,temperature_sensor,52.8°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:30,NO_FIX,NO_FIX,driver_camera,Yaw=-3785.1°
HIGH_TEMPERATURE,2026-04-08 00:17:32,NO_FIX,NO_FIX,temperature_sensor,52.6°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:35,NO_FIX,NO_FIX,driver_camera,Yaw=-3879.9°
HIGH_TEMPERATURE,2026-04-08 00:17:39,NO_FIX,NO_FIX,temperature_sensor,53.0°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:40,NO_FIX,NO_FIX,driver_camera,Yaw=-1358.5°
HIGH_TEMPERATURE,2026-04-08 00:17:45,NO_FIX,NO_FIX,temperature_sensor,53.0°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:45,NO_FIX,NO_FIX,driver_camera,Yaw=-497.2°
HEAD_DISTRACTION,2026-04-08 00:17:50,NO_FIX,NO_FIX,driver_camera,Yaw=8979.6°
HIGH_TEMPERATURE,2026-04-08 00:17:51,NO_FIX,NO_FIX,temperature_sensor,53.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:17:56,NO_FIX,NO_FIX,driver_camera,Yaw=14357.3°
HIGH_TEMPERATURE,2026-04-08 00:17:57,NO_FIX,NO_FIX,temperature_sensor,53.4°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:18:01,NO_FIX,NO_FIX,driver_camera,Yaw=19328.1°
HIGH_TEMPERATURE,2026-04-08 00:18:04,NO_FIX,NO_FIX,temperature_sensor,53.5°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:18:06,NO_FIX,NO_FIX,driver_camera,Yaw=9923.3°
HIGH_TEMPERATURE,2026-04-08 00:18:10,NO_FIX,NO_FIX,temperature_sensor,53.8°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:18:11,NO_FIX,NO_FIX,driver_camera,Yaw=5528.9°
HIGH_TEMPERATURE,2026-04-08 00:18:16,NO_FIX,NO_FIX,temperature_sensor,53.9°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:18:17,NO_FIX,NO_FIX,driver_camera,Yaw=8224.2°
HEAD_DISTRACTION,2026-04-08 00:18:22,NO_FIX,NO_FIX,driver_camera,Yaw=-4852.7°
HIGH_TEMPERATURE,2026-04-08 00:18:22,NO_FIX,NO_FIX,temperature_sensor,54.4°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:18:27,NO_FIX,NO_FIX,driver_camera,Yaw=5239.1°
HIGH_TEMPERATURE,2026-04-08 00:18:29,NO_FIX,NO_FIX,temperature_sensor,54.2°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:18:31,NO_FIX,NO_FIX,cargo_camera,conf=0.90
HIGH_TEMPERATURE,2026-04-08 00:18:35,NO_FIX,NO_FIX,temperature_sensor,54.1°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:18:36,NO_FIX,NO_FIX,cargo_camera,conf=0.90
PERSON_IN_CARGO,2026-04-08 00:18:41,NO_FIX,NO_FIX,cargo_camera,conf=0.87
HIGH_TEMPERATURE,2026-04-08 00:18:41,NO_FIX,NO_FIX,temperature_sensor,54.5°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:18:47,NO_FIX,NO_FIX,cargo_camera,conf=0.86
HIGH_TEMPERATURE,2026-04-08 00:18:48,NO_FIX,NO_FIX,temperature_sensor,54.4°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:18:52,NO_FIX,NO_FIX,cargo_camera,conf=0.89
HIGH_TEMPERATURE,2026-04-08 00:18:54,NO_FIX,NO_FIX,temperature_sensor,54.6°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:18:57,NO_FIX,NO_FIX,cargo_camera,conf=0.92
HIGH_TEMPERATURE,2026-04-08 00:19:00,NO_FIX,NO_FIX,temperature_sensor,54.4°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:03,NO_FIX,NO_FIX,cargo_camera,conf=0.93
HIGH_TEMPERATURE,2026-04-08 00:19:06,NO_FIX,NO_FIX,temperature_sensor,54.8°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:08,NO_FIX,NO_FIX,cargo_camera,conf=0.92
HIGH_TEMPERATURE,2026-04-08 00:19:13,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:13,NO_FIX,NO_FIX,cargo_camera,conf=0.94
HIGH_TEMPERATURE,2026-04-08 00:19:19,NO_FIX,NO_FIX,temperature_sensor,54.7°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:19,NO_FIX,NO_FIX,cargo_camera,conf=0.92
PERSON_IN_CARGO,2026-04-08 00:19:25,NO_FIX,NO_FIX,cargo_camera,conf=0.93
HIGH_TEMPERATURE,2026-04-08 00:19:25,NO_FIX,NO_FIX,temperature_sensor,54.8°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:30,NO_FIX,NO_FIX,cargo_camera,conf=0.93
HIGH_TEMPERATURE,2026-04-08 00:19:31,NO_FIX,NO_FIX,temperature_sensor,55.0°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:35,NO_FIX,NO_FIX,cargo_camera,conf=0.87
HIGH_TEMPERATURE,2026-04-08 00:19:38,NO_FIX,NO_FIX,temperature_sensor,55.5°C > threshold 18.0°C
PERSON_IN_CARGO,2026-04-08 00:19:41,NO_FIX,NO_FIX,cargo_camera,conf=0.94
HIGH_TEMPERATURE,2026-04-08 00:19:44,NO_FIX,NO_FIX,temperature_sensor,55.3°C > threshold 18.0°C
HEAD_DISTRACTION,2026-04-08 00:19:45,NO_FIX,NO_FIX,driver_camera,Yaw=4448.3°
HIGH_TEMPERATURE,2026-04-08 00:19:50,NO_FIX,NO_FIX,temperature_sensor,54.9°C > threshold 18.0°C
HIGH_TEMPERATURE,2026-04-08 00:20:18,NO_FIX,NO_FIX,temperature_sensor,53.4°C > threshold 18.0°C
PHONE_DETECTED,2026-04-08 00:20:22,NO_FIX,NO_FIX,driver_camera,conf=0.63
HIGH_TEMPERATURE,2026-04-08 00:20:24,NO_FIX,NO_FIX,temperature_sensor,54.3°C > threshold 18.0°C
