Timestamp,FPS_Vehicle,FPS_Cargo,FPS_Driver,Lat_Vehicle_ms,Lat_Cargo_ms,Lat_Driver_ms,CPU_Percent,RAM_Percent,RAM_Used_MB,SoC_Temp_C
2026-04-08 13:32:52,0.0,0.0,0.0,0.0,0.0,0.0,39.3,58.8,4482.9,49.5
2026-04-08 13:32:57,0.0,0.0,0.0,0.0,0.0,0.0,55.8,58.8,4477.3,49.4
2026-04-08 13:33:02,0.0,0.0,0.0,0.0,0.0,0.0,35.4,58.7,4475.9,49.3
2026-04-08 13:33:08,0.0,0.0,0.0,0.0,0.0,0.0,43.3,58.7,4472.9,49.8
2026-04-08 13:33:13,0.0,0.0,0.0,0.0,0.0,0.0,41.2,58.8,4478.0,49.3
2026-04-08 13:33:18,0.0,0.0,0.0,0.0,0.0,0.0,26.0,58.6,4464.4,49.6
2026-04-08 13:33:24,0.0,0.0,0.0,0.0,0.0,0.0,35.2,58.4,4452.8,49.2
2026-04-08 13:33:29,0.0,0.0,0.0,0.0,0.0,0.0,35.0,58.3,4445.2,49.0
2026-04-08 13:33:34,0.0,0.0,0.0,0.0,0.0,0.0,34.0,58.3,4441.9,49.0
2026-04-08 13:33:39,0.0,0.0,0.0,0.0,0.0,0.0,30.8,58.3,4444.6,49.3
2026-04-08 13:33:45,0.0,0.0,0.0,0.0,0.0,0.0,37.2,58.4,4447.5,49.1
2026-04-08 13:33:50,0.0,0.0,0.0,0.0,0.0,0.0,26.4,58.4,4452.0,49.3
2026-04-08 13:33:55,0.0,0.0,0.0,0.0,0.0,0.0,39.0,58.3,4444.4,49.1
2026-04-08 13:34:01,0.0,0.0,0.0,0.0,0.0,0.0,50.3,58.5,4460.9,49.5
2026-04-08 13:34:06,0.0,0.0,0.0,0.0,0.0,0.0,33.5,58.6,4467.8,49.4
2026-04-08 13:34:11,0.0,0.0,0.0,0.0,0.0,0.0,36.5,58.8,4479.8,49.8
2026-04-08 13:34:17,0.0,0.0,0.0,0.0,0.0,0.0,38.3,58.8,4480.4,49.0
2026-04-08 13:34:22,0.0,0.0,0.0,0.0,0.0,0.0,43.3,58.8,4480.0,49.2
2026-04-08 13:34:27,0.0,0.0,0.0,0.0,0.0,0.0,39.0,59.0,4492.1,49.0
2026-04-08 13:34:32,0.0,0.0,0.0,0.0,0.0,0.0,41.5,58.9,4490.5,49.1
2026-04-08 13:34:38,0.0,0.0,0.0,0.0,0.0,0.0,49.7,58.9,4486.9,49.0
2026-04-08 13:34:43,0.0,0.0,0.0,0.0,0.0,0.0,26.2,58.8,4484.0,48.8
2026-04-08 13:34:48,0.0,0.0,0.0,0.0,0.0,0.0,35.2,58.9,4488.7,49.3
2026-04-08 13:34:54,0.0,0.0,0.0,0.0,0.0,0.0,89.4,58.9,4489.8,49.5
2026-04-08 13:34:59,0.0,0.0,0.0,0.0,0.0,0.0,43.6,52.2,3980.8,49.2
2026-04-08 13:35:04,0.0,0.0,0.0,0.0,0.0,0.0,22.9,51.9,3953.7,49.5
2026-04-08 13:35:10,0.0,0.0,0.0,0.0,0.0,0.0,65.6,51.9,3955.0,49.2
2026-04-08 13:35:15,0.0,0.0,0.0,0.0,0.0,0.0,25.3,51.9,3957.1,48.7
2026-04-08 13:35:20,0.0,0.0,0.0,0.0,0.0,0.0,34.1,51.9,3956.4,48.8
2026-04-08 13:35:26,0.0,0.0,0.0,0.0,0.0,0.0,36.1,51.9,3956.8,49.3
2026-04-08 13:35:31,0.0,0.0,0.0,0.0,0.0,0.0,39.2,52.4,3990.2,49.4
2026-04-08 13:35:36,0.0,0.0,0.0,0.0,0.0,0.0,38.5,52.3,3984.7,49.0
2026-04-08 13:35:41,0.0,0.0,0.0,0.0,0.0,0.0,32.8,52.1,3970.8,49.6
2026-04-08 13:35:47,0.0,0.0,0.0,0.0,0.0,0.0,39.7,52.3,3981.8,49.3
2026-04-08 13:35:52,0.0,0.0,0.0,0.0,0.0,0.0,31.1,52.4,3990.0,49.2
2026-04-08 13:35:57,0.0,0.0,0.0,0.0,0.0,0.0,42.8,52.6,4005.1,49.0
2026-04-08 13:36:03,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52.2,3978.3,48.9
2026-04-08 13:36:08,0.0,0.0,0.0,0.0,0.0,0.0,28.4,52.3,3985.9,48.8
2026-04-08 13:36:13,0.0,0.0,0.0,0.0,0.0,0.0,28.7,52.2,3975.9,49.0
2026-04-08 13:36:19,0.0,0.0,0.0,0.0,0.0,0.0,49.7,52.3,3986.6,49.2
2026-04-08 13:36:24,0.0,0.0,0.0,0.0,0.0,0.0,30.4,52.3,3984.1,49.0
2026-04-08 13:36:29,0.0,0.0,0.0,0.0,0.0,0.0,19.4,52.4,3992.0,49.3
2026-04-08 13:36:35,0.0,0.0,0.0,0.0,0.0,0.0,24.6,52.0,3960.8,48.8
2026-04-08 13:36:40,0.0,0.0,0.0,0.0,0.0,0.0,40.6,52.6,4010.4,49.0
2026-04-08 13:36:45,0.0,0.0,0.0,0.0,0.0,0.0,33.5,52.6,4010.0,48.8
2026-04-08 13:36:50,0.0,0.0,0.0,0.0,0.0,0.0,46.7,52.6,4007.1,48.7
2026-04-08 13:36:56,0.0,0.0,0.0,0.0,0.0,0.0,38.6,52.7,4016.9,48.8
2026-04-08 13:37:01,0.0,0.0,0.0,0.0,0.0,0.0,40.2,52.8,4021.5,49.1
2026-04-08 13:37:06,0.0,0.0,0.0,0.0,0.0,0.0,33.3,52.7,4012.7,48.8
2026-04-08 13:37:12,0.0,0.0,0.0,0.0,0.0,0.0,27.6,52.6,4010.6,48.6
2026-04-08 13:37:17,0.0,0.0,0.0,0.0,0.0,0.0,23.2,52.7,4015.0,49.3
2026-04-08 13:37:22,0.0,0.0,0.0,0.0,0.0,0.0,31.5,52.7,4012.6,49.1
2026-04-08 13:37:28,0.0,0.0,0.0,0.0,0.0,0.0,26.1,49.6,3781.8,49.0
2026-04-08 13:37:33,0.0,0.0,0.0,0.0,0.0,0.0,42.8,49.7,3786.3,49.0
2026-04-08 13:37:38,0.0,0.0,0.0,0.0,0.0,0.0,33.3,49.7,3788.0,48.8
2026-04-08 13:37:44,0.0,0.0,0.0,0.0,0.0,0.0,37.1,49.8,3791.4,49.0
2026-04-08 13:37:49,0.0,0.0,0.0,0.0,0.0,0.0,41.1,49.7,3787.7,49.0
2026-04-08 13:37:54,0.0,0.0,0.0,0.0,0.0,0.0,31.1,49.9,3803.6,49.2
2026-04-08 13:37:59,0.0,0.0,0.0,0.0,0.0,0.0,29.4,49.5,3773.6,48.9
2026-04-08 13:38:05,0.0,0.0,0.0,0.0,0.0,0.0,29.1,49.7,3788.4,49.1
2026-04-08 13:38:10,0.0,0.0,0.0,0.0,0.0,0.0,33.7,49.8,3794.0,48.8
2026-04-08 13:38:15,0.0,0.0,0.0,0.0,0.0,0.0,35.8,49.6,3779.4,48.9
2026-04-08 13:38:21,0.0,0.0,0.0,0.0,0.0,0.0,46.4,49.6,3777.7,48.6
2026-04-08 13:38:26,0.0,0.0,0.0,0.0,0.0,0.0,26.3,48.1,3669.0,48.6
2026-04-08 13:38:31,0.0,0.0,0.0,0.0,0.0,0.0,20.1,48.1,3666.7,48.5
2026-04-08 13:38:37,0.0,0.0,0.0,0.0,0.0,0.0,35.4,48.2,3675.0,48.9
2026-04-08 13:38:42,0.0,0.0,0.0,0.0,0.0,0.0,33.5,48.4,3685.8,48.4
2026-04-08 13:38:47,0.0,0.0,0.0,0.0,0.0,0.0,26.0,48.2,3674.0,48.7
2026-04-08 13:38:52,0.0,0.0,0.0,0.0,0.0,0.0,37.3,48.4,3688.6,48.5
2026-04-08 13:38:58,0.0,0.0,0.0,0.0,0.0,0.0,24.9,48.4,3691.6,48.4
2026-04-08 13:39:03,0.0,0.0,0.0,0.0,0.0,0.0,33.3,48.5,3692.1,48.9
2026-04-08 13:39:08,0.0,0.0,0.0,0.0,0.0,0.0,25.9,48.4,3689.9,48.3
2026-04-08 13:39:14,0.0,0.0,0.0,0.0,0.0,0.0,36.9,48.5,3697.6,48.6
2026-04-08 13:39:19,0.0,0.0,0.0,0.0,0.0,0.0,19.4,48.5,3698.5,48.5
2026-04-08 13:39:24,0.0,0.0,0.0,0.0,0.0,0.0,30.4,48.4,3689.7,48.6
2026-04-08 13:39:30,0.0,0.0,0.0,0.0,0.0,0.0,25.3,48.4,3689.8,48.4
2026-04-08 13:39:35,0.0,0.0,0.0,0.0,0.0,0.0,38.2,48.4,3690.5,48.5
2026-04-08 13:39:40,0.0,0.0,0.0,0.0,0.0,0.0,22.2,48.4,3688.9,48.7
2026-04-08 13:39:46,0.0,0.0,0.0,0.0,0.0,0.0,36.3,48.1,3668.5,49.1
2026-04-08 13:39:51,0.0,0.0,0.0,0.0,0.0,0.0,33.9,48.4,3684.6,48.9
2026-04-08 13:39:56,0.0,0.0,0.0,0.0,0.0,0.0,19.8,48.0,3658.4,48.2
2026-04-08 13:40:01,0.0,0.0,0.0,0.0,0.0,0.0,48.1,47.9,3652.8,48.2
2026-04-08 13:40:07,0.0,0.0,0.0,0.0,0.0,0.0,22.2,47.9,3653.2,47.8
2026-04-08 13:40:12,0.0,0.0,0.0,0.0,0.0,0.0,30.5,47.9,3646.3,48.1
2026-04-08 13:40:17,0.0,0.0,0.0,0.0,0.0,0.0,28.0,47.9,3653.7,48.1
2026-04-08 13:40:23,0.0,0.0,0.0,0.0,0.0,0.0,31.7,47.9,3652.2,48.2
2026-04-08 13:40:28,0.0,0.0,0.0,0.0,0.0,0.0,38.2,48.0,3656.2,48.2
2026-04-08 13:40:33,0.0,0.0,0.0,0.0,0.0,0.0,21.3,47.7,3632.4,48.6
2026-04-08 13:40:39,0.0,0.0,0.0,0.0,0.0,0.0,39.1,47.2,3597.6,47.9
2026-04-08 13:40:44,0.0,0.0,0.0,0.0,0.0,0.0,36.0,47.7,3633.9,48.0
2026-04-08 13:40:49,0.0,0.0,0.0,0.0,0.0,0.0,18.4,48.0,3660.3,48.3
2026-04-08 13:40:55,0.0,0.0,0.0,0.0,0.0,0.0,53.8,49.9,3803.8,48.6
2026-04-08 13:41:00,0.0,0.0,0.0,0.0,0.0,0.0,37.2,49.9,3803.2,48.4
2026-04-08 13:41:05,0.0,0.0,0.0,0.0,0.0,0.0,27.2,48.3,3680.2,48.5
2026-04-08 13:41:10,0.0,0.0,0.0,0.0,0.0,0.0,26.8,48.1,3666.8,48.2
2026-04-08 13:41:16,0.0,0.0,0.0,0.0,0.0,0.0,32.4,48.1,3665.5,48.1
2026-04-08 13:41:21,0.0,0.0,0.0,0.0,0.0,0.0,16.2,48.5,3693.7,48.5
2026-04-08 13:41:26,0.0,0.0,0.0,0.0,0.0,0.0,53.1,51.7,3940.1,48.4
2026-04-08 13:41:32,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.3,3608.0,48.8
2026-04-08 13:41:37,0.0,0.0,0.0,0.0,0.0,0.0,10.7,47.3,3605.8,48.4
2026-04-08 13:41:42,0.0,0.0,0.0,0.0,0.0,0.0,28.8,47.6,3628.3,48.0
2026-04-08 13:41:48,0.0,0.0,0.0,0.0,0.0,0.0,10.3,47.6,3629.7,47.7
2026-04-08 13:41:53,0.0,0.0,0.0,0.0,0.0,0.0,33.3,46.8,3562.3,48.0
2026-04-08 13:41:58,0.0,0.0,0.0,0.0,0.0,0.0,16.9,46.8,3563.4,47.9
2026-04-08 13:42:03,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.7,3558.6,47.7
2026-04-08 13:42:09,0.0,0.0,0.0,0.0,0.0,0.0,18.1,46.9,3570.6,48.1
2026-04-08 13:42:14,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.4,3534.7,47.5
2026-04-08 13:42:19,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.3,3531.0,47.5
2026-04-08 13:42:25,0.0,0.0,0.0,0.0,0.0,0.0,20.1,46.3,3531.5,47.5
2026-04-08 13:42:30,0.0,0.0,0.0,0.0,0.0,0.0,17.1,46.3,3531.1,47.3
2026-04-08 13:42:35,0.0,0.0,0.0,0.0,0.0,0.0,23.3,47.0,3580.8,47.2
2026-04-08 13:42:41,0.0,0.0,0.0,0.0,0.0,0.0,8.9,47.1,3587.0,47.6
2026-04-08 13:42:46,0.0,0.0,0.0,0.0,0.0,0.0,26.1,47.1,3587.6,47.2
2026-04-08 13:42:51,0.0,0.0,0.0,0.0,0.0,0.0,37.8,47.6,3626.6,47.4
2026-04-08 13:42:57,0.0,0.0,0.0,0.0,0.0,0.0,24.7,48.4,3691.0,47.7
2026-04-08 13:43:02,0.0,0.0,0.0,0.0,0.0,0.0,34.3,48.0,3657.8,47.5
2026-04-08 13:43:07,0.0,0.0,0.0,0.0,0.0,0.0,13.6,48.1,3667.1,47.7
2026-04-08 13:43:12,0.0,0.0,0.0,0.0,0.0,0.0,20.0,47.7,3632.6,47.1
2026-04-08 13:43:18,0.0,0.0,0.0,0.0,0.0,0.0,24.6,47.7,3632.3,47.0
2026-04-08 13:43:23,0.0,0.0,0.0,0.0,0.0,0.0,35.4,47.2,3595.8,47.6
2026-04-08 13:43:28,0.0,0.0,0.0,0.0,0.0,0.0,21.2,47.3,3606.8,47.6
